_ObjectName,_SourceFile,_Script,_ScriptGUID,_ScriptFileID,MonoBehaviour.- X.Amplitude,MonoBehaviour.- X.Constant,MonoBehaviour.- X.Frequency,MonoBehaviour.- X.Y.Amplitude,MonoBehaviour.- X.Y.Constant,MonoBehaviour.- X.Y.Frequency,MonoBehaviour.- X.Z.Amplitude,MonoBehaviour.- X.Z.Constant,MonoBehaviour.- X.Z.Frequency,MonoBehaviour.PositionNoise,MonoBehaviour.m_AngularDamping,MonoBehaviour.m_AngularDampingMode,MonoBehaviour.m_ApplyAfter,MonoBehaviour.m_BiasX,MonoBehaviour.m_BiasY,MonoBehaviour.m_BindingMode,MonoBehaviour.m_BlendUpdateMethod,MonoBehaviour.m_CameraActivatedEvent.m_PersistentCalls.m_Calls,MonoBehaviour.m_CameraCutEvent.m_PersistentCalls.m_Calls,MonoBehaviour.m_CenterOnActivate,MonoBehaviour.m_ChannelMask,MonoBehaviour.m_ComponentOwner,MonoBehaviour.m_ComponentOwner_fileID,MonoBehaviour.m_CorrespondingSourceObject,MonoBehaviour.m_CorrespondingSourceObject_fileID,MonoBehaviour.m_CustomBlends,MonoBehaviour.m_CustomBlends_fileID,MonoBehaviour.m_CustomBlends_guid,MonoBehaviour.m_CustomBlends_path,MonoBehaviour.m_DeadZoneHeight,MonoBehaviour.m_DeadZoneWidth,MonoBehaviour.m_DefaultBlend.m_CustomCurve.m_Curve,MonoBehaviour.m_DefaultBlend.m_CustomCurve.m_PostInfinity,MonoBehaviour.m_DefaultBlend.m_CustomCurve.m_PreInfinity,MonoBehaviour.m_DefaultBlend.m_CustomCurve.m_RotationOrder,MonoBehaviour.m_DefaultBlend.m_CustomCurve.serializedVersion,MonoBehaviour.m_DefaultBlend.m_Style,MonoBehaviour.m_DefaultBlend.m_Time,MonoBehaviour.m_DefaultVelocity,MonoBehaviour.m_EditorHideFlags,MonoBehaviour.m_Enabled,MonoBehaviour.m_FocusOffset,MonoBehaviour.m_FocusTarget,MonoBehaviour.m_FocusTarget_fileID,MonoBehaviour.m_FocusTracking,MonoBehaviour.m_FocusTracksTarget,MonoBehaviour.m_Follow,MonoBehaviour.m_FollowOffset,MonoBehaviour.m_Follow_fileID,MonoBehaviour.m_Gain,MonoBehaviour.m_GameObject,MonoBehaviour.m_GameObject_fileID,MonoBehaviour.m_HorizontalDamping,MonoBehaviour.m_IgnoreTimeScale,MonoBehaviour.m_ImpulseDefinition.m_AmplitudeGain,MonoBehaviour.m_ImpulseDefinition.m_CustomImpulseShape.- serializedVersion,MonoBehaviour.m_ImpulseDefinition.m_CustomImpulseShape.inSlope,MonoBehaviour.m_ImpulseDefinition.m_CustomImpulseShape.inWeight,MonoBehaviour.m_ImpulseDefinition.m_CustomImpulseShape.m_PostInfinity,MonoBehaviour.m_ImpulseDefinition.m_CustomImpulseShape.m_PreInfinity,MonoBehaviour.m_ImpulseDefinition.m_CustomImpulseShape.m_RotationOrder,MonoBehaviour.m_ImpulseDefinition.m_CustomImpulseShape.outSlope,MonoBehaviour.m_ImpulseDefinition.m_CustomImpulseShape.outWeight,MonoBehaviour.m_ImpulseDefinition.m_CustomImpulseShape.serializedVersion,MonoBehaviour.m_ImpulseDefinition.m_CustomImpulseShape.tangentMode,MonoBehaviour.m_ImpulseDefinition.m_CustomImpulseShape.time,MonoBehaviour.m_ImpulseDefinition.m_CustomImpulseShape.value,MonoBehaviour.m_ImpulseDefinition.m_CustomImpulseShape.weightedMode,MonoBehaviour.m_ImpulseDefinition.m_DirectionMode,MonoBehaviour.m_ImpulseDefinition.m_DissipationDistance,MonoBehaviour.m_ImpulseDefinition.m_DissipationMode,MonoBehaviour.m_ImpulseDefinition.m_DissipationRate,MonoBehaviour.m_ImpulseDefinition.m_FrequencyGain,MonoBehaviour.m_ImpulseDefinition.m_ImpactRadius,MonoBehaviour.m_ImpulseDefinition.m_ImpulseChannel,MonoBehaviour.m_ImpulseDefinition.m_ImpulseDuration,MonoBehaviour.m_ImpulseDefinition.m_ImpulseShape,MonoBehaviour.m_ImpulseDefinition.m_ImpulseType,MonoBehaviour.m_ImpulseDefinition.m_PropagationSpeed,MonoBehaviour.m_ImpulseDefinition.m_Randomize,MonoBehaviour.m_ImpulseDefinition.m_RawSignal,MonoBehaviour.m_ImpulseDefinition.m_RawSignal_fileID,MonoBehaviour.m_ImpulseDefinition.m_RepeatMode,MonoBehaviour.m_ImpulseDefinition.m_TimeEnvelope.m_AttackShape.m_Curve,MonoBehaviour.m_ImpulseDefinition.m_TimeEnvelope.m_AttackShape.m_PostInfinity,MonoBehaviour.m_ImpulseDefinition.m_TimeEnvelope.m_AttackShape.m_PreInfinity,MonoBehaviour.m_ImpulseDefinition.m_TimeEnvelope.m_AttackShape.m_RotationOrder,MonoBehaviour.m_ImpulseDefinition.m_TimeEnvelope.m_AttackShape.serializedVersion,MonoBehaviour.m_ImpulseDefinition.m_TimeEnvelope.m_AttackTime,MonoBehaviour.m_ImpulseDefinition.m_TimeEnvelope.m_DecayShape.m_Curve,MonoBehaviour.m_ImpulseDefinition.m_TimeEnvelope.m_DecayShape.m_PostInfinity,MonoBehaviour.m_ImpulseDefinition.m_TimeEnvelope.m_DecayShape.m_PreInfinity,MonoBehaviour.m_ImpulseDefinition.m_TimeEnvelope.m_DecayShape.m_RotationOrder,MonoBehaviour.m_ImpulseDefinition.m_TimeEnvelope.m_DecayShape.serializedVersion,MonoBehaviour.m_ImpulseDefinition.m_TimeEnvelope.m_DecayTime,MonoBehaviour.m_ImpulseDefinition.m_TimeEnvelope.m_HoldForever,MonoBehaviour.m_ImpulseDefinition.m_TimeEnvelope.m_ScaleWithImpact,MonoBehaviour.m_ImpulseDefinition.m_TimeEnvelope.m_SustainTime,MonoBehaviour.m_LegacyBlendHint,MonoBehaviour.m_Lens.Dutch,MonoBehaviour.m_Lens.FarClipPlane,MonoBehaviour.m_Lens.FieldOfView,MonoBehaviour.m_Lens.FocusDistance,MonoBehaviour.m_Lens.GateFit,MonoBehaviour.m_Lens.LensShift,MonoBehaviour.m_Lens.ModeOverride,MonoBehaviour.m_Lens.NearClipPlane,MonoBehaviour.m_Lens.OrthographicSize,MonoBehaviour.m_Lens.m_SensorSize,MonoBehaviour.m_LookAt,MonoBehaviour.m_LookAt_fileID,MonoBehaviour.m_LookaheadIgnoreY,MonoBehaviour.m_LookaheadSmoothing,MonoBehaviour.m_LookaheadTime,MonoBehaviour.m_Name,MonoBehaviour.m_ObjectHideFlags,MonoBehaviour.m_PitchDamping,MonoBehaviour.m_PrefabAsset,MonoBehaviour.m_PrefabAsset_fileID,MonoBehaviour.m_PrefabInstance,MonoBehaviour.m_PrefabInstance_fileID,MonoBehaviour.m_Priority,MonoBehaviour.m_Profile,MonoBehaviour.m_Profile_fileID,MonoBehaviour.m_Profile_guid,MonoBehaviour.m_Profile_path,MonoBehaviour.m_ReactionSettings.m_AmplitudeGain,MonoBehaviour.m_ReactionSettings.m_Duration,MonoBehaviour.m_ReactionSettings.m_FrequencyGain,MonoBehaviour.m_ReactionSettings.m_NoiseOffsets,MonoBehaviour.m_ReactionSettings.m_SecondaryNoise,MonoBehaviour.m_ReactionSettings.m_SecondaryNoise_fileID,MonoBehaviour.m_RollDamping,MonoBehaviour.m_ScreenX,MonoBehaviour.m_ScreenY,MonoBehaviour.m_Script,MonoBehaviour.m_Script_fileID,MonoBehaviour.m_Script_guid,MonoBehaviour.m_ShowCameraFrustum,MonoBehaviour.m_ShowDebugText,MonoBehaviour.m_SoftZoneHeight,MonoBehaviour.m_SoftZoneWidth,MonoBehaviour.m_StandbyUpdate,MonoBehaviour.m_StreamingVersion,MonoBehaviour.m_TrackedObjectOffset,MonoBehaviour.m_Transitions.m_BlendHint,MonoBehaviour.m_Transitions.m_InheritPosition,MonoBehaviour.m_Transitions.m_OnCameraLive.m_PersistentCalls.m_Calls,MonoBehaviour.m_UpdateMethod,MonoBehaviour.m_Use2DDistance,MonoBehaviour.m_UseCameraSpace,MonoBehaviour.m_VerticalDamping,MonoBehaviour.m_WorldUpOverride,MonoBehaviour.m_WorldUpOverride_fileID,MonoBehaviour.m_XDamping,MonoBehaviour.m_YDamping,MonoBehaviour.m_YawDamping,MonoBehaviour.m_ZDamping
Handheld_tele_mild,Assets/MonoBehaviour/Handheld_tele_mild.asset,248a19188c2dffaa949fefc5fd6f973a,248a19188c2dffaa949fefc5fd6f973a,-585536700,1,0,0.7,1,0,0.6,0,0,0,[],,,,,,,,,,,,,,{fileID: 0},0,,,,,,,,,,,,,,,0,1,,,,,,,,,,{fileID: 0},0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handheld_tele_mild,0,,{fileID: 0},0,{fileID: 0},0,,,,,,,,,,,,,,,"{fileID: -585536700, guid: 248a19188c2dffaa949fefc5fd6f973a, type: 3}",-585536700,248a19188c2dffaa949fefc5fd6f973a,,,,,,,,,,,,,,,,,,,,
Handheld_normal_mild,Assets/MonoBehaviour/Handheld_normal_mild.asset,248a19188c2dffaa949fefc5fd6f973a,248a19188c2dffaa949fefc5fd6f973a,-585536700,1,0,1.2,0.8,0,1.5,0,0,0,[],,,,,,,,,,,,,,{fileID: 0},0,,,,,,,,,,,,,,,0,1,,,,,,,,,,{fileID: 0},0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handheld_normal_mild,0,,{fileID: 0},0,{fileID: 0},0,,,,,,,,,,,,,,,"{fileID: -585536700, guid: 248a19188c2dffaa949fefc5fd6f973a, type: 3}",-585536700,248a19188c2dffaa949fefc5fd6f973a,,,,,,,,,,,,,,,,,,,,
Main Camera Blends,Assets/MonoBehaviour/Main Camera Blends.asset,248a19188c2dffaa949fefc5fd6f973a,248a19188c2dffaa949fefc5fd6f973a,-960948103,,,,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,[],,,,,,,,,,,,,,0,1,,,,,,,,,,{fileID: 0},0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Main Camera Blends,0,,{fileID: 0},0,{fileID: 0},0,,,,,,,,,,,,,,,"{fileID: -960948103, guid: 248a19188c2dffaa949fefc5fd6f973a, type: 3}",-960948103,248a19188c2dffaa949fefc5fd6f973a,,,,,,,,,,,,,,,,,,,,
LevelManager,Assets/GameObject/LevelManager.prefab,248a19188c2dffaa949fefc5fd6f973a,248a19188c2dffaa949fefc5fd6f973a,-1223560802,,,,,,,,,,,,,,,,,,,,,,{fileID: 4655600157681079},4655600157681079,{fileID: 0},0,,,,,,,,,,,,,,,0,1,,,,,,{fileID: 0},,0,,{fileID: 1013978393227317},1013978393227317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,300,24,10,2,"{x: 0, y: 0}",0,0.3,5,"{x: 1, y: 1}",{fileID: 0},0,,,,,0,,{fileID: 0},0,{fileID: 0},0,10,,,,,,,,,,,,,,"{fileID: -1223560802, guid: 248a19188c2dffaa949fefc5fd6f973a, type: 3}",-1223560802,248a19188c2dffaa949fefc5fd6f973a,,,,,2,20170927,,0,0,[],,,,,,,,,,
LevelManager,Assets/GameObject/LevelManager.prefab,248a19188c2dffaa949fefc5fd6f973a,248a19188c2dffaa949fefc5fd6f973a,-1959270950,,,,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,,,,,,,,,,,,,,,0,1,0,{fileID: 0},0,0,0,,,,,{fileID: 1013978393227317},1013978393227317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,{fileID: 0},0,{fileID: 0},0,,"{fileID: 11400000, guid: df1d3ebf6f713254aa710024257caf2b, type: 2}",11400000,df1d3ebf6f713254aa710024257caf2b,Assets/MonoBehaviour/SceneBuilderCameraVolumeProfile.asset,,,,,,,,,,"{fileID: -1959270950, guid: 248a19188c2dffaa949fefc5fd6f973a, type: 3}",-1959270950,248a19188c2dffaa949fefc5fd6f973a,,,,,,,,,,,,,,,,,,,,
LevelManager,Assets/GameObject/LevelManager.prefab,248a19188c2dffaa949fefc5fd6f973a,248a19188c2dffaa949fefc5fd6f973a,246809616,,,,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,,,,,,,,,,,,,,,0,1,,,,,,,,,,{fileID: 1113944669227222},1113944669227222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,{fileID: 0},0,{fileID: 0},0,,,,,,,,,,,,,,,"{fileID: 246809616, guid: 248a19188c2dffaa949fefc5fd6f973a, type: 3}",246809616,248a19188c2dffaa949fefc5fd6f973a,,,,,,,,,,,,,,,,,,,,
LevelManager,Assets/GameObject/LevelManager.prefab,248a19188c2dffaa949fefc5fd6f973a,248a19188c2dffaa949fefc5fd6f973a,1458643335,,,,,,,,,,,,,,0,0,,,,,1,,,,{fileID: 0},0,,,,,0,0,,,,,,,,,0,1,,,,,,,,,,{fileID: 1113944669227222},1113944669227222,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,{fileID: 0},0,{fileID: 0},0,,,,,,,,,,,,,0.5,0.5,"{fileID: 1458643335, guid: 248a19188c2dffaa949fefc5fd6f973a, type: 3}",1458643335,248a19188c2dffaa949fefc5fd6f973a,,,0.8,0.8,,,"{x: 0, y: 0, z: 0}",,,,,,,0.5,,,,,,
LevelManager,Assets/GameObject/LevelManager.prefab,248a19188c2dffaa949fefc5fd6f973a,248a19188c2dffaa949fefc5fd6f973a,-1777913960,,,,,,,,,,,0,0,,,,1,,,,,,,,{fileID: 0},0,,,,,,,,,,,,,,,0,1,,,,,,,"{x: 0, y: 0, z: -10}",,,{fileID: 1113944669227222},1113944669227222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,{fileID: 0},0,{fileID: 0},0,,,,,,,,,,,,0,,,"{fileID: -1777913960, guid: 248a19188c2dffaa949fefc5fd6f973a, type: 3}",-1777913960,248a19188c2dffaa949fefc5fd6f973a,,,,,,,,,,,,,,,,,1,1,0,1
LevelManager,Assets/GameObject/LevelManager.prefab,248a19188c2dffaa949fefc5fd6f973a,248a19188c2dffaa949fefc5fd6f973a,-1223560802,,,,,,,,,,,,,,,,,,,,,,{fileID: 4514932976343290},4514932976343290,{fileID: 0},0,,,,,,,,,,,,,,,0,1,,,,,,{fileID: 0},,0,,{fileID: 1579624616839278},1579624616839278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,300,35,10,2,"{x: 0, y: 0}",0,0.3,5,"{x: 1, y: 1}",{fileID: 0},0,,,,,0,,{fileID: 0},0,{fileID: 0},0,10,,,,,,,,,,,,,,"{fileID: -1223560802, guid: 248a19188c2dffaa949fefc5fd6f973a, type: 3}",-1223560802,248a19188c2dffaa949fefc5fd6f973a,,,,,2,20170927,,0,0,[],,,,,,,,,,
LevelManager,Assets/GameObject/LevelManager.prefab,248a19188c2dffaa949fefc5fd6f973a,248a19188c2dffaa949fefc5fd6f973a,-1959270950,,,,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,,,,,,,,,,,,,,,0,1,0,{fileID: 0},0,0,0,,,,,{fileID: 1579624616839278},1579624616839278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,{fileID: 0},0,{fileID: 0},0,,"{fileID: 11400000, guid: 95d5ca3715c17fa4b93ad0a544bf5c9b, type: 2}",11400000,95d5ca3715c17fa4b93ad0a544bf5c9b,Assets/MonoBehaviour/CameraModeVolume.asset,,,,,,,,,,"{fileID: -1959270950, guid: 248a19188c2dffaa949fefc5fd6f973a, type: 3}",-1959270950,248a19188c2dffaa949fefc5fd6f973a,,,,,,,,,,,,,,,,,,,,
